ID,Query,Category,Difficulty,CSV_Answer,RAG_Answer,BLEU_Score,ROUGE_L_Score,Max_Score
q064,What is the 'half-life' of a drug?,treatment,high,The half-life of a drug is the time it takes for the amount of a drug's active substance in your body to be reduced by half. This measurement helps determine how often a drug needs to be taken (dosing interval).,The 'half-life' of a drug is the time it takes for the concentration of the drug in the bloodstream to reduce to half its initial value. It is a critical measure used to determine dosing schedules and understand how long a drug remains active in the body.,0.4375,0.4137931034482758,0.4375
q065,What is 'melanoma'?,disease,medium,"Melanoma is the most serious and dangerous type of skin cancer. It develops in the melanocytes, the cells that produce pigment (melanin). It is often caused by UV radiation from sunshine or tanning beds.","Melanoma is a potentially fatal form of skin cancer that develops from melanocytes, which are skin cells containing melanin. It typically appears as a dark-pigmented, malignant tumor.",0.4,0.2622950819672131,0.4
q066,What is the 'ABCDE' rule for moles?,diagnosis,medium,"It's a guide for spotting signs of melanoma. A for Asymmetry (uneven shape), B for Border (irregular edges), C for Color (multiple colors or uneven color), D for Diameter (larger than 6mm, or a pencil eraser), and E for Evolving (changing in size, shape, or color).","The 'ABCDE' rule for moles includes: Asymmetry (unequal halves), Border irregularity (ragged or notched edges), Color variation, Diameter greater than 6 mm, and Elevation above surrounding tissue. These criteria help identify potentially cancerous changes in moles.",0.2777777777777778,0.21951219512195125,0.2777777777777778
q067,What is 'tachycardia'?,symptom,medium,"Tachycardia is the medical term for a heart rate that is too fast, specifically over 100 beats per minute while at rest. It can be a normal response to exercise or stress, but can also be a sign of an underlying medical condition.",Tachycardia is a condition where the heart rate exceeds 100 beats per minute.,0.6923076923076923,0.2857142857142857,0.6923076923076923
q068,What is 'bradycardia'?,symptom,medium,"Bradycardia is the medical term for a heart rate that is too slow, typically under 60 beats per minute. For highly fit athletes, this can be normal. For others, it can be a sign of a heart problem, causing dizziness or fainting.","Bradycardia is a type of arrhythmia characterized by a slow heart rate. It can lead to poor circulation of blood and a lack of oxygen throughout the body, especially affecting the brain.",0.2962962962962963,0.2162162162162162,0.2962962962962963
q069,What is 'tardive dyskinesia'?,side_effects,high,"Tardive dyskinesia is a serious side effect caused by long-term use of certain psychiatric drugs, particularly antipsychotics. It involves uncontrollable, repetitive movements, often of the face, such as grimacing, lip smacking, or eye blinking.","Tardive dyskinesia is a mostly irreversible neurological disorder characterized by involuntary movements, which is caused by long-term use of antipsychotic or neuroleptic drugs.",0.5238095238095238,0.3508771929824562,0.5238095238095238
q070,What is the 'blood-brain barrier'?,anatomy,high,The blood-brain barrier is a highly selective semipermeable border of endothelial cells that separates the circulating blood from the brain. It protects the brain from toxins and pathogens but also makes it difficult for many medications to reach the brain.,"The blood-brain barrier is a blockade of cells that separates the circulating blood from elements of the central nervous system, acting as a filter to prevent many substances from entering the brain tissue and maintaining a stable environment for brain function.",0.5151515151515151,0.4444444444444445,0.5151515151515151
q071,What is 'antibiotic resistance'?,disease,medium,Antibiotic resistance occurs when bacteria and fungi evolve and develop the ability to defeat the drugs designed to kill them. This makes infections harder to treat and increases the risk of disease spread and severe illness.,Antibiotic resistance is the ability of infectious agents to change their biochemistry in a way that renders an antibiotic ineffective against them.,0.3333333333333333,0.20689655172413793,0.3333333333333333
q072,What is 'Crohn's disease'?,disease,medium,"Crohn's disease is a type of inflammatory bowel disease (IBD). It causes chronic inflammation of the digestive tract, which can lead to abdominal pain, severe diarrhea, fatigue, and malnutrition. It can affect any part of the GI tract from the mouth to the anus.","Crohn's disease is a chronic inflammatory disease that primarily affects the small and large intestine but can also impact other parts of the digestive system. It is characterized by inflammation that includes swelling, redness, and loss of normal function, caused by the immune system attacking the body's own tissues.",0.325,0.2795698924731183,0.325
q073,What is the difference between 'Crohn's disease' and 'ulcerative colitis'?,disease,high,"Both are types of IBD. The main difference is the location and nature of the inflammation. Crohn's disease can affect any part of the GI tract in patches, while ulcerative colitis is limited to the colon (large intestine) and rectum in a continuous pattern.","Crohn's disease differs from ulcerative colitis primarily in its pattern of inflammation, which can be discontinuous and affect any part of the gastrointestinal tract, whereas ulcerative colitis is limited to continuous inflammation of the colon. Crohn's disease can also cause more severe complications like obstruction, abscesses, and fistulas due to its transmural inflammation, which affects the entire thickness of the bowel wall.",0.34782608695652173,0.28301886792452835,0.34782608695652173
